PWSID,HAA9.Max.LAA_ppb,HAA9.Max.LAA_CAT,STG2_MCL,AdvTreat,Chloramines,Br_ppb,TOC_ppm,Impaired.Source
FL5084100,33.53,0.191998114,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL5110142,15.23,0.057916094,Uncertain (No TTHM Data),FALSE,TRUE,102.65,4.981666667,TRUE
FL5110183,81.7,0.359197086,Uncertain (No TTHM Data),FALSE,TRUE,417.75,9.6675,TRUE
FL5110198,30.575,0.761854817,Uncertain (No TTHM Data),FALSE,TRUE,233.5,9.285,TRUE
FL5114069,24.45,0.240300244,Uncertain (No TTHM Data),FALSE,TRUE,5174,4.905,TRUE
FL5260053,5.965,1.583061378,Uncertain (No TTHM Data),FALSE,FALSE,5360,0.52,FALSE
FL5360025,67.14,1.079478975,Uncertain (No TTHM Data),FALSE,TRUE,3001.25,6.215,TRUE
FL5360102,2.595,0.02131272,Uncertain (No TTHM Data),FALSE,FALSE,4564.55,1.185,FALSE
FL5360146,0.556,0.004683092,Uncertain (No TTHM Data),FALSE,FALSE,4930,0,FALSE
FL5360172,39.44,0.786824099,Uncertain (No TTHM Data),FALSE,TRUE,360.5,4.63,TRUE
FL5360322,9.01,0.831214189,Uncertain (No TTHM Data),FALSE,FALSE,3480,0,FALSE
FL5360325,5.045,0.503161514,Uncertain (No TTHM Data),FALSE,FALSE,2525,0.25,FALSE
FL5364048,24.53525,0.082726627,Uncertain (No TTHM Data),TRUE,TRUE,150.75,14,TRUE
FL5364151,5.16625,0.141964535,Uncertain (No TTHM Data),FALSE,FALSE,,,
FL6080051,47.93333333,1.145846867,Uncertain (No TTHM Data),FALSE,TRUE,257.3333333,22.3,TRUE
FL6080104,37.6525,1.371712382,Uncertain (No TTHM Data),FALSE,TRUE,5326.8065,5.651375,TRUE
FL6090150,1.845,0.016438832,Uncertain (No TTHM Data),FALSE,FALSE,37.825,0,FALSE
FL6090312,4.175,0.023922486,Uncertain (No TTHM Data),FALSE,FALSE,8.68125,0,FALSE
FL6091735,0.77,0.007093737,Uncertain (No TTHM Data),FALSE,FALSE,27.775,0,FALSE
FL6094948,2.74,0.017279968,Uncertain (No TTHM Data),FALSE,FALSE,17.55,0,FALSE
FL6140451,16.94,0.753639316,Uncertain (No TTHM Data),FALSE,FALSE,425,2,FALSE
FL6272180,6.32,0.174618722,Uncertain (No TTHM Data),FALSE,FALSE,53.24166667,0.660833333,FALSE
FL6277059,6.075,0.216916036,Uncertain (No TTHM Data),FALSE,FALSE,28.35769231,0,FALSE
FL6280049,10.93,0.054498181,Uncertain (No TTHM Data),FALSE,FALSE,32.46,0.79,FALSE
FL6280250,50.915,0.126802938,Uncertain (No TTHM Data),FALSE,FALSE,40.22307692,0.59,FALSE
FL6290323,44.555,0.113369932,Uncertain (No TTHM Data),FALSE,FALSE,0,1.9125,FALSE
FL6290327,19.6465,0.220955889,Uncertain (No TTHM Data),FALSE,TRUE,61.15,12.375,FALSE
FL6290333,35.3645,0.324508276,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL6290388,21.5345,0.045343205,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL6290787,11.08425,0.209373913,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL6291791,22.96,0.472387322,Uncertain (No TTHM Data),FALSE,FALSE,63.305,0.7645,FALSE
FL6291864,35.465,0.278846839,Uncertain (No TTHM Data),FALSE,FALSE,80.25,0.625,FALSE
FL6291882,23.85,0.135877133,Uncertain (No TTHM Data),FALSE,FALSE,0,0,FALSE
FL6296193,29.7375,0.287355763,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL6410182,27.85666667,0.329957325,Uncertain (No TTHM Data),FALSE,TRUE,168.25,12.975,TRUE
FL6410322,46.08,0.123363479,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL6411132,70.11,2.730349096,Uncertain (No TTHM Data),FALSE,TRUE,74.325,12.915,FALSE
FL6421144,3.625,0.023184321,Uncertain (No TTHM Data),FALSE,FALSE,27.71538462,0.571538462,FALSE
FL6424619,3.65,0.025803672,Uncertain (No TTHM Data),FALSE,FALSE,29.79285714,0,FALSE
FL6424630,6.605,0.275554143,Uncertain (No TTHM Data),FALSE,FALSE,22.7,0.84,FALSE
FL6510424,4.37,0.248508414,Uncertain (No TTHM Data),FALSE,FALSE,52.73333333,0,FALSE
FL6511255,24.835,0.042329643,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL6511361,15.36825,0.315552112,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL6512020,1.84,0.015219376,Uncertain (No TTHM Data),FALSE,FALSE,46.66666667,0.092857143,FALSE
FL6512214,36.34575,0.245663183,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL6520336,36.25,0.532694145,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL6520486,24.301,1.347476487,Uncertain (No TTHM Data),FALSE,FALSE,787.5,3.7,TRUE
FL6520705,31.15,0.074273687,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL6521405,35.0425,0.167212061,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL6521406,27.76,0.080245547,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL6521417,12,1.091750773,Uncertain (No TTHM Data),FALSE,FALSE,2890,3.085,TRUE
FL6521576,25.915,0.131804111,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL6521715,23.42,0.061360378,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL6521784,22.5855,0.82664812,Uncertain (No TTHM Data),FALSE,FALSE,7291,0,FALSE
FL6530090,24.96,0.082712754,Uncertain (No TTHM Data),FALSE,FALSE,34.33333333,3.096166667,FALSE
FL6530315,43.21,0.141271466,Uncertain (No TTHM Data),FALSE,FALSE,44.75,1.495,FALSE
FL6530617,49.885,0.074743801,Uncertain (No TTHM Data),FALSE,FALSE,31.80909091,1.29969697,FALSE
FL6530852,36.2,0.125291763,Uncertain (No TTHM Data),FALSE,FALSE,48.25714286,0.733571429,FALSE
FL6531014,44.7275,0.444382821,Uncertain (No TTHM Data),FALSE,FALSE,46.1,1.375,FALSE
FL6531894,22.182,0.173485077,Uncertain (No TTHM Data),FALSE,FALSE,18.604,1.73425,FALSE
FL6531917,51.62,0.12290067,Uncertain (No TTHM Data),FALSE,FALSE,21.75,2.375,FALSE
FL6531992,66.825,0.220271811,Uncertain (No TTHM Data),FALSE,FALSE,43.18928571,1.601071429,FALSE
FL6532232,49.52,0.120385098,Uncertain (No TTHM Data),TRUE,FALSE,50.04285714,1.962857143,FALSE
FL6532234,24.5725,0.101479211,Uncertain (No TTHM Data),FALSE,FALSE,39.77857143,1.264285714,FALSE
FL6532348,42.11,0.350578343,Uncertain (No TTHM Data),FALSE,FALSE,32.37142857,1.258571429,FALSE
FL6534609,44.2,0.698601282,Uncertain (No TTHM Data),TRUE,FALSE,39.0375,1.90375,FALSE
FL6580326,14.6485,0.435189351,Uncertain (No TTHM Data),TRUE,FALSE,1148.7,1.1875,FALSE
FL6580531,20.975,0.493547405,Uncertain (No TTHM Data),FALSE,TRUE,16450,1.625,FALSE
FL6580651,50.92775,0.612112768,Uncertain (No TTHM Data),,,180.75,15.7,TRUE
FL6581591,52.39,0.356808655,Uncertain (No TTHM Data),TRUE,TRUE,,,
FL6581901,6.485,0.048706041,Uncertain (No TTHM Data),FALSE,FALSE,2840,2.165,TRUE
FL6588003,30.25,0.378068271,Uncertain (No TTHM Data),FALSE,TRUE,,,
FL6600331,42.25,0.09632883,Uncertain (No TTHM Data),FALSE,FALSE,33.21,0.446,FALSE
FL6604862,3.853,0.17984676,Uncertain (No TTHM Data),FALSE,FALSE,32.39366667,0,FALSE
FL6605012,7.0895,0.33606586,Uncertain (No TTHM Data),FALSE,FALSE,64.7835,0.536033333,FALSE
FL6605038,24.81475,0.288575942,Uncertain (No TTHM Data),FALSE,FALSE,16.1825,0,FALSE
GA0090000,56.09025,0.481485444,No Violation,FALSE,FALSE,,,
GA0090001,68.302,0.428334931,No Violation,FALSE,FALSE,9.55,3.16375,FALSE
GA0110026,37.805,0.135439561,No Violation,FALSE,FALSE,0,1.675,FALSE
GA0130002,34.6975,0.18286597,No Violation,FALSE,FALSE,24.15,1.8075,FALSE
GA0130031,54.1275,0.300089133,No Violation,,,,,
GA0150001,30.92075,0.056928663,No Violation,FALSE,FALSE,,,
GA0150002,31.2325,0.06492959,No Violation,FALSE,FALSE,0,1.9975,FALSE
GA0170000,3.84,0.016070909,No Violation,FALSE,FALSE,0,0.6175,FALSE
GA0210001,26.15375,0.393386049,No Violation,TRUE,FALSE,35.575,2.4025,FALSE
GA0290000,1.3715,0.012624505,No Violation,FALSE,FALSE,25.2,0,FALSE
GA0310004,2.07,0.012652738,No Violation,,,0,0,FALSE
GA0350051,53.2825,0.200801533,No Violation,FALSE,FALSE,26.625,3.075,FALSE
GA0390000,24.415,0.369939798,Violation,,FALSE,142.5,2.5325,TRUE
GA0390001,27.525,0.438637607,No Violation,FALSE,FALSE,132.4,3.228,TRUE
GA0450001,29.553,0.05536555,No Violation,FALSE,FALSE,5.05,2.03,FALSE
GA0450002,60.69475,0.116062646,No Violation,FALSE,FALSE,16.175,6.02,FALSE
GA0450006,36.85,0.058816176,No Violation,FALSE,FALSE,10,3.35125,FALSE
GA0470000,20.4215,0.052229258,No Violation,FALSE,FALSE,,,
GA0510001,32.665,0.066653916,No Violation,FALSE,TRUE,,,
GA0510003,6.885,0.341955853,No Violation,FALSE,FALSE,34.71,0.585,FALSE
GA0510004,48.4725,0.085427979,No Violation,FALSE,TRUE,25.475,4.6775,FALSE
GA0510033,0.9335,0.00465844,No Violation,FALSE,FALSE,27.06,0,FALSE
GA0510034,2.92,0.025946106,No Violation,FALSE,FALSE,43.86666667,0.455,FALSE
GA0510081,0,0,No Violation,FALSE,FALSE,12.08333333,0,FALSE
GA0510229,5.825,0.029379434,No Violation,FALSE,FALSE,0,0,FALSE
GA0510259,0.13,0.000107432,No Violation,FALSE,FALSE,19.66666667,0,FALSE
GA0550003,45.48975,0.057073123,No Violation,,,2.6,0.74125,FALSE
GA0570001,31.28,0.060619188,No Violation,,,0,1.6,FALSE
GA0570002,29.561,0.113203987,No Violation,FALSE,FALSE,0,0.95415,FALSE
GA0570003,26.192,0.119618894,No Violation,FALSE,FALSE,,,
GA0590000,41.319,0.412571853,Violation,,FALSE,22.25642857,1.851628571,FALSE
GA0610029,6.245,0.03750138,No Violation,FALSE,FALSE,19,0,FALSE
GA0630000,55.983375,0.808968519,No Violation,FALSE,FALSE,34.09475,3.785866667,FALSE
GA0670001,29.5825,0.073050623,No Violation,FALSE,FALSE,,,
GA0670003,31.4175,0.12779678,No Violation,TRUE,FALSE,,,
GA0670005,37.8175,0.102554014,No Violation,FALSE,FALSE,,,
GA0670007,31.524,0.64665916,No Violation,FALSE,FALSE,,,
GA0690002,10.465,0.056701297,No Violation,FALSE,FALSE,23.66666667,0,FALSE
GA0710004,8.655,0.241885011,No Violation,FALSE,FALSE,9.45,0.605,FALSE
GA0730000,33.807875,0.178113322,No Violation,FALSE,FALSE,0,2.1794375,FALSE
GA0730001,34.9265,0.193511295,No Violation,FALSE,FALSE,0,0,FALSE
GA0770002,26.56675,0.153485236,No Violation,FALSE,FALSE,25.6,2.475,FALSE
GA0770042,42.422625,0.687772234,No Violation,FALSE,FALSE,5.903,2.3738,FALSE
GA0810001,4.41,0.011522648,No Violation,FALSE,FALSE,0,0,FALSE
GA0830000,50.905125,0.160631407,No Violation,FALSE,FALSE,0,0.965,FALSE
GA0850007,32.83,0.039222766,No Violation,FALSE,FALSE,0,0,FALSE
GA0870001,3.294,0.023135463,No Violation,FALSE,FALSE,25.45,0,FALSE
GA0890001,13.8555,0.209408224,No Violation,FALSE,FALSE,0,2.935625,FALSE
GA0950000,7.74,0.028202029,No Violation,FALSE,FALSE,6.21,0,FALSE
GA0950035,0.57,0.001915928,No Violation,FALSE,FALSE,7.166666667,0,FALSE
GA0970000,55.3165,0.097761759,No Violation,FALSE,FALSE,0,2.2275,FALSE
GA0990000,0.285,0.001412971,No Violation,FALSE,FALSE,33.16666667,0,FALSE
GA1030147,0.587,0.000485098,No Violation,FALSE,FALSE,23.1905,0,FALSE
GA1130001,51.8775,0.290049198,No Violation,FALSE,FALSE,10.8125,3.36,FALSE
GA1130003,37.155,0.317753707,No Violation,,,,,
GA1150000,1.04,0.001986547,No Violation,FALSE,FALSE,0,0,FALSE
GA1150001,33.35425,0.045732264,No Violation,FALSE,FALSE,6.35,2.1875,FALSE
GA1150002,19.52,0.069870589,No Violation,FALSE,FALSE,15.25,2.2625,FALSE
GA1170000,38.565,0.05747095,No Violation,FALSE,FALSE,0,1.5875,FALSE
GA1170050,41.1575,0.097650738,No Violation,,,0,1.52,FALSE
GA1210001,68.51125,0.110957512,Violation,,,20.7375,2.1325,FALSE
GA1210002,28.00325,0.199589004,No Violation,FALSE,FALSE,,,
GA1210003,44.4525,0.584795048,No Violation,FALSE,FALSE,25.625,2.4525,FALSE
GA1210004,61.93,0.197215929,No Violation,,,,,
GA1210005,39.895,0.134753581,No Violation,FALSE,FALSE,,,
GA1210009,41.419125,0.551587882,No Violation,FALSE,FALSE,23.12325,2.73885,FALSE
GA1210010,38.99666667,0.081911887,No Violation,,,,,
GA1230000,13.06225,0.020098539,No Violation,FALSE,FALSE,0,1.29,FALSE
GA1270000,8.775,0.32406134,No Violation,FALSE,FALSE,199.0833333,0,FALSE
GA1270001,27.49,0.209341961,No Violation,FALSE,FALSE,85.8,0,FALSE
GA1270187,18.148,0.055122975,Uncertain (No TTHM Data),FALSE,FALSE,30.48,1.46345,FALSE
GA1290000,49.2925,0.062074877,No Violation,FALSE,FALSE,0,0.483333333,FALSE
GA1350004,28.4075,0.109856492,No Violation,FALSE,FALSE,0,1.0875,FALSE
GA1350005,33.66,0.076036856,No Violation,FALSE,FALSE,,,
GA1350006,32.8925,0.216709227,No Violation,FALSE,FALSE,,,
GA1370004,44.95,0.056547985,No Violation,FALSE,FALSE,,,
GA1390001,24.1425,0.156843336,No Violation,FALSE,FALSE,0,1.14875,FALSE
GA1430000,40.3225,0.147024627,No Violation,FALSE,FALSE,0,2.8464,FALSE
GA1430007,46.48875,0.078506857,Violation,,FALSE,0,2.97,FALSE
GA1450011,46.8015,0.363284572,No Violation,FALSE,FALSE,21.75,2.2025,FALSE
GA1510001,42.602,0.091674969,No Violation,FALSE,FALSE,17.7375,3.10875,FALSE
GA1510002,27.7985,0.206381365,No Violation,FALSE,FALSE,7.813875,0,FALSE
GA1530006,1.87,0.008156677,No Violation,FALSE,FALSE,0,0,FALSE
GA1530007,1.5,0.007460131,No Violation,FALSE,FALSE,7.066666667,0.205,FALSE
GA1530021,0.21,0.000173544,No Violation,FALSE,FALSE,3.583333333,0,FALSE
GA1570000,44.3925,0.249165718,No Violation,FALSE,FALSE,,,
GA1570003,28.7525,0.080918629,No Violation,FALSE,FALSE,6.175,1.5925,FALSE
GA1570117,48.151,0.287743016,No Violation,FALSE,FALSE,,,
GA1690002,0.245666667,0.00020302,No Violation,,,,,
GA1750002,42.5875,0.334717014,No Violation,FALSE,FALSE,19.325,2.9125,FALSE
GA1770068,3.7235,0.012549914,No Violation,FALSE,FALSE,0,0,FALSE
GA1790000,4.9135,0.026042912,No Violation,FALSE,FALSE,24.298,0.268475,FALSE
GA1790005,1.465,0.007465414,No Violation,FALSE,FALSE,14.75,0,FALSE
GA1790024,4.625,0.023502536,No Violation,FALSE,FALSE,0,0.176666667,FALSE
GA1850002,81.17,0.128960277,Violation,,FALSE,0,2.563333333,FALSE
GA1890001,52.35333333,0.234557199,No Violation,TRUE,FALSE,7.183333333,5.873333333,FALSE
GA1990005,40.84,0.153119118,No Violation,TRUE,FALSE,0,3.775,FALSE
GA2010000,0,0,No Violation,FALSE,FALSE,23,0,FALSE
GA2130000,18.9245,0.049024391,No Violation,FALSE,FALSE,2.675,0.61375,FALSE
GA2150000,42.15,0.301095438,No Violation,FALSE,FALSE,17.3,2.42,FALSE
GA2170001,36.097,0.069721031,No Violation,FALSE,FALSE,,,
GA2170004,46.48,0.289409656,No Violation,FALSE,FALSE,,,
GA2190000,52.095,0.322321992,No Violation,FALSE,FALSE,,,
GA2230000,31.235,0.147161994,No Violation,FALSE,FALSE,,,
GA2230002,34.6525,0.506661538,No Violation,FALSE,FALSE,,,
GA2250001,1.3005,0.002486777,No Violation,FALSE,FALSE,0,0,FALSE
GA2330001,2.47675,0.010661865,No Violation,FALSE,FALSE,0,0,FALSE
GA2370000,53.622,0.40537968,No Violation,FALSE,FALSE,,,
GA2450000,60.6825,0.49157812,No Violation,FALSE,FALSE,0,2.3475,FALSE
GA2450001,0.745,0.001896358,No Violation,FALSE,FALSE,13,0,FALSE
GA2470000,29.485,0.077423538,No Violation,FALSE,FALSE,16.325,2.505,FALSE
GA2550000,43.105,0.356497322,No Violation,FALSE,FALSE,22,3.2125,FALSE
GA2550036,61.76,0.526255884,No Violation,FALSE,FALSE,,,
GA2570001,50.885,0.226098385,No Violation,,,0,1.6796,FALSE
GA2610000,1.5025,0.002559748,No Violation,FALSE,FALSE,25.55,0,FALSE
GA2710004,0.18,0.001330926,No Violation,FALSE,FALSE,0,0,FALSE
GA2750005,0.765,0.004578753,No Violation,FALSE,FALSE,20.58333333,0,FALSE
GA2770001,5.355,0.021128383,No Violation,FALSE,FALSE,0,0,FALSE
GA2790002,1.665,0.007504069,No Violation,FALSE,FALSE,36.1,0,FALSE
GA2850001,26.3525,0.202675419,No Violation,FALSE,FALSE,29.175,2.415,FALSE
GA2910003,30.4,0.046238215,No Violation,,,0,1.365,FALSE
GA2910051,0.5925,0.000489643,No Violation,FALSE,FALSE,0,0,FALSE
GA2930000,46.09,0.276221024,Violation,,FALSE,24.65,2.365,FALSE
GA2950002,4.8875,0.109996494,No Violation,FALSE,FALSE,0,0,FALSE
GA2950003,6.83,0.031821571,No Violation,FALSE,FALSE,0,0,FALSE
GA2970001,30.0425,0.413357057,No Violation,FALSE,FALSE,7.5,2.012,FALSE
GA2970008,41.58225,0.188708537,No Violation,,,,,
GA2990001,18.485,0.101734701,No Violation,FALSE,FALSE,23,0.22,FALSE
GA2990002,10.26,0.342328286,No Violation,FALSE,FALSE,0,0,FALSE
GA3050000,2.726,0.016543275,No Violation,FALSE,FALSE,31.44,0,FALSE
GA3130000,46.65925,0.090042555,No Violation,FALSE,FALSE,0,1.0475,FALSE
GU0000003,32.5825,0.868097174,Uncertain (No TTHM Data),FALSE,FALSE,,,
GU0000006,8.95,0.309317468,Uncertain (No TTHM Data),TRUE,FALSE,269.5571429,0.052674419,FALSE
GU0000010,33.605,0.120772703,Uncertain (No TTHM Data),TRUE,FALSE,38.25,1.433333333,FALSE
HI0000101,0,0,No Violation,FALSE,FALSE,1.5,0,FALSE
HI0000108,1.775,0.012009993,No Violation,FALSE,FALSE,43.16666667,0,FALSE
HI0000129,0,0,No Violation,FALSE,FALSE,138,0,FALSE
HI0000131,3.105,0.024606882,No Violation,FALSE,FALSE,426.8095238,0.066666667,FALSE
HI0000135,1.58,0.009509855,No Violation,FALSE,FALSE,233.3333333,0,FALSE
HI0000212,4.448333333,0.039854354,No Violation,FALSE,FALSE,16.975,0.275,FALSE
HI0000213,52.1175,0.115813761,No Violation,FALSE,FALSE,31.06666667,2.746666667,FALSE
HI0000214,32.495,0.375870744,No Violation,FALSE,FALSE,8.2,0,FALSE
HI0000331,1.95,0.014881314,No Violation,FALSE,FALSE,251.3008621,0,FALSE
HI0000332,0.155,0.000128092,No Violation,TRUE,FALSE,206,0,FALSE
HI0000333,0.795,0.003602492,No Violation,FALSE,FALSE,108,0,FALSE
HI0000334,0,0,No Violation,TRUE,FALSE,166.5,0,FALSE
HI0000335,1.32,0.008575561,No Violation,TRUE,FALSE,316.0681818,0,FALSE
HI0000345,0.676,0.00339463,No Violation,FALSE,FALSE,81.85,0,FALSE
HI0000356,0.5045,0.004249316,No Violation,FALSE,FALSE,,,
HI0000360,0.592,0.004986314,No Violation,FALSE,FALSE,425.8333333,0,FALSE
HI0000367,0.105,8.68E-05,No Violation,TRUE,FALSE,83.76666667,0,FALSE
HI0000400,10.49,0.069941819,No Violation,FALSE,FALSE,24.33333333,0.533333333,FALSE
HI0000406,0.32,0.002695305,No Violation,FALSE,FALSE,400,0,FALSE
HI0000434,2.185,0.015375348,No Violation,FALSE,FALSE,122.2,0,FALSE
IA0400900,25.1425,0.066068623,No Violation,FALSE,TRUE,31.775,6.125,FALSE
IA0472012,27.910125,0.124378185,No Violation,FALSE,TRUE,,,
IA0709084,3.69,0.0264111,No Violation,FALSE,FALSE,28.92857143,0,FALSE
IA0790074,3.9165,0.278207378,No Violation,FALSE,FALSE,42.63369231,0,FALSE
IA0819033,17.6875,0.451928631,No Violation,FALSE,FALSE,29.75,2.2,FALSE
IA0990701,11.96,0.221362092,No Violation,FALSE,TRUE,22.5,0,FALSE
IA1178097,1.435,0.003966255,No Violation,,,61,1.95,FALSE
IA1400902,14.59,0.073445005,No Violation,FALSE,FALSE,10.5,0,FALSE
IA1415072,5.831,0.164821228,No Violation,FALSE,TRUE,44.1615,1.20015,FALSE
IA1750048,2.08,0.014724698,No Violation,FALSE,FALSE,56,0.55,FALSE
IA2171071,12.585,0.651323915,No Violation,FALSE,FALSE,,,
IA2326048,1.575,0.134749003,No Violation,FALSE,FALSE,156.4285714,0,FALSE
IA2520098,9.7985,0.245743693,No Violation,FALSE,FALSE,52.697,0,FALSE
IA2573080,15.3925,0.083138396,No Violation,FALSE,FALSE,,,
IA2909053,24.505,0.450675412,No Violation,FALSE,TRUE,16.75,6.15,FALSE
IA3070078,40.3325,0.482474332,No Violation,TRUE,FALSE,0,4.75,FALSE
IA3126052,15.305,0.061835644,No Violation,,,30.5,1.95,FALSE
IA3342041,2,0.023265304,No Violation,FALSE,FALSE,0,0,FALSE
IA3430091,2.4855,0.011820047,No Violation,FALSE,FALSE,19.011,0,FALSE
IA3742004,40.42,0.488650366,No Violation,TRUE,FALSE,86.5,3.65,FALSE
IA4364044,3.5925,0.248222359,No Violation,FALSE,FALSE,29.4685,0,FALSE
IA5059064,9.01,0.378446159,No Violation,FALSE,FALSE,30.765,0.55085,FALSE
IA5208071,12.445,0.410097181,No Violation,FALSE,FALSE,85,0.55,FALSE
IA5225079,21.0375,0.140479753,No Violation,FALSE,FALSE,42.75,2.15,FALSE
IA5225101,21.83,0.647604147,No Violation,FALSE,FALSE,21.75,3.401,FALSE
IA5252072,0.18,0.001516109,No Violation,FALSE,FALSE,120.5,0,FALSE
IA5625062,2.52,0.018943402,No Violation,FALSE,FALSE,36.1,0,FALSE
IA5640019,30.39,0.064728309,No Violation,TRUE,TRUE,18.5,6.475,FALSE
IA5715093,5.2175,0.172959046,No Violation,FALSE,TRUE,30.25,2.0375,FALSE
IA5751035,0,0,No Violation,FALSE,TRUE,53.75,0,FALSE
IA6171029,21.425,0.131747705,No Violation,TRUE,TRUE,13.75,3.4,FALSE
IA6273005,17.235,0.21375889,No Violation,FALSE,FALSE,36.5,1.95,FALSE
IA6368033,0.385,0.001577295,No Violation,TRUE,FALSE,223.5,0,FALSE
IA6469042,0.765,0.000632198,No Violation,FALSE,TRUE,50.15,1.7,FALSE
IA6950075,2.34,0.016259997,No Violation,FALSE,FALSE,18.25,0,FALSE
IA7048001,8.29,0.044375799,No Violation,FALSE,FALSE,77.83333333,0.5,FALSE
IA7465010,20.395,0.173967084,No Violation,FALSE,FALSE,145,2.3,TRUE
IA7707030,4.645,0.176392091,No Violation,TRUE,FALSE,67,0,FALSE
IA7709053,19.2825,0.384379717,No Violation,TRUE,FALSE,,,
IA7720051,11.65,0.129133238,No Violation,TRUE,FALSE,,,
IA7727031,16.1575,0.411380249,No Violation,FALSE,TRUE,19.58333333,1.811111111,FALSE
IA7740011,13.6725,0.059680608,No Violation,FALSE,FALSE,,,
IA7780042,14.8075,0.124368821,No Violation,FALSE,FALSE,,,
IA7785007,13.77,0.365801843,No Violation,FALSE,FALSE,,,
IA7820080,25.9825,0.92454021,No Violation,FALSE,TRUE,33,5.1,FALSE
IA8080701,32.4425,0.135757554,No Violation,,,,,
IA8222001,37.69,0.129160821,No Violation,FALSE,TRUE,20,5.90775,FALSE
IA8482096,11.585,0.462729949,No Violation,FALSE,FALSE,59,1.25,FALSE
IA8503039,2.3,0.009075539,No Violation,FALSE,TRUE,102.5,2.4,TRUE
IA8503528,1.425,0.00390319,No Violation,FALSE,TRUE,,,
IA8670701,11.538,0.04838821,No Violation,FALSE,FALSE,57.7,0,FALSE
IA9000742,24.825,0.384324233,No Violation,FALSE,TRUE,,,
IA9083012,20.065,0.496814978,No Violation,FALSE,TRUE,28,3.9,FALSE
IA9133075,9.325,0.031307165,No Violation,FALSE,FALSE,143.75,0,FALSE
IA9133701,13.0025,0.119691688,No Violation,FALSE,TRUE,,,
IA9203007,2.32,0.402010682,No Violation,TRUE,FALSE,293.423,0,FALSE
IA9433050,6.985,0.047349323,No Violation,FALSE,TRUE,312.5,0.55,FALSE
IA9778054,53.66,0.627287172,Violation,,FALSE,62.28571429,3.042857143,FALSE
IA9780059,16.47,0.054475373,No Violation,FALSE,FALSE,38.5,1.6,FALSE
IA9855202,12.13,0.013866858,No Violation,TRUE,FALSE,10.5,2.3,FALSE
ID1280053,0.287,0.001403229,No Violation,FALSE,FALSE,9.255555556,0,FALSE
ID1280147,0,0,No Violation,FALSE,FALSE,2.871428571,0,FALSE
ID2290023,0.2225,0.000183875,No Violation,,,42.97777778,0,FALSE
ID2290042,0,0,No Violation,FALSE,FALSE,18,0,FALSE
ID2350014,27.928,0.064650184,No Violation,FALSE,FALSE,0,1.6445,FALSE
ID2350015,2.9985,0.17195821,No Violation,FALSE,FALSE,124.6166667,0,FALSE
ID3140013,0,0,No Violation,,FALSE,77.15384615,0.244692308,FALSE
ID3140080,2.925,0.256366369,No Violation,FALSE,FALSE,127.65,0,FALSE
ID4010016,38.875,0.052159745,No Violation,FALSE,FALSE,0,2.25,FALSE
ID4010066,1.36,0.015621377,No Violation,FALSE,FALSE,25.625,0,FALSE
ID4010085,2.23,0.023106642,No Violation,FALSE,FALSE,99.81818182,0.454545455,FALSE
ID4010097,5.82,0.048241313,No Violation,FALSE,FALSE,87.08823529,0.05,FALSE
ID4010141,0.525,0.126186583,No Violation,FALSE,FALSE,160,0,FALSE
ID4200032,1.1795,0.010290288,No Violation,FALSE,FALSE,59.88888889,0.151111111,FALSE
ID5070028,0.575,0.001493164,No Violation,FALSE,FALSE,4.916666667,0,FALSE
ID5160008,0.8545,0.007197306,No Violation,FALSE,FALSE,86.33333333,0,FALSE
ID5270011,2.356,0.01204728,No Violation,FALSE,FALSE,90.79,0,FALSE
ID5420058,18.9025,0.597342426,No Violation,FALSE,FALSE,137.8333333,1.084333333,FALSE
ID6030008,1.3925,0.013241759,No Violation,FALSE,FALSE,97.25,0,FALSE
ID6030043,4.36,0.36574362,No Violation,FALSE,FALSE,60.16666667,0,FALSE
ID6210007,1.4375,0.006895314,No Violation,FALSE,FALSE,0,0.425,FALSE
ID7100030,0.335,0.002821647,No Violation,,,15,0.1059,FALSE
ID7100039,1.15,0.008566531,No Violation,FALSE,FALSE,18.31578947,0,FALSE
IL0010650,21.33275,0.060879695,No Violation,FALSE,TRUE,39,4.95,FALSE
IL0070150,4.738,0.320702428,No Violation,FALSE,FALSE,39.29975,0.25645,FALSE
IL0075050,8.055,0.016700106,No Violation,FALSE,FALSE,0,0,FALSE
IL0170150,10.5885,0.498972455,No Violation,FALSE,TRUE,113.932,2.2853,TRUE
IL0190650,10.6455,0.015214074,No Violation,FALSE,FALSE,14.75,1.99375,FALSE
IL0195300,32.375,0.072080395,No Violation,,,20.625,2.50365625,FALSE
