PWSID,STG2_MCL,Adv.Treat,Chloramines,Bromide_ppb,TOC_ppm,Impaired.Source
MS0450013,No Violation,FALSE,FALSE,30.8,0.48625,FALSE
MS0450021,No Violation,FALSE,FALSE,11.08,0,FALSE
MS0450034,No Violation,FALSE,FALSE,25.41925,0,FALSE
MS0470002,No Violation,,,29.6,0,FALSE
MS0470091,Uncertain (No TTHM Data),FALSE,FALSE,12.5,0,FALSE
MS0480001,No Violation,FALSE,FALSE,281.952381,0,FALSE
MS0480007,Uncertain (No TTHM Data),FALSE,FALSE,11.6286,0,FALSE
MS0500005,Uncertain (No TTHM Data),FALSE,FALSE,30,0,FALSE
MS0530012,No Violation,FALSE,FALSE,10.0125,0,FALSE
MS0530020,No Violation,FALSE,FALSE,225.94,0,FALSE
MS0550004,No Violation,FALSE,FALSE,0,0,FALSE
MS0550005,No Violation,,,,,
MS0550060,Uncertain (No TTHM Data),FALSE,FALSE,0,0,FALSE
MS0570004,No Violation,FALSE,FALSE,20.77272727,0,FALSE
MS0610003,No Violation,,,7.027777778,0.141111111,FALSE
MS0610017,No Violation,,,0,0.523,FALSE
MS0610036,No Violation,FALSE,FALSE,25.375,0.94,FALSE
MS0610040,Uncertain (No TTHM Data),FALSE,FALSE,44,0,FALSE
MS0610075,No Violation,,,6.838888889,0.115555556,FALSE
MS0640021,Uncertain (No TTHM Data),FALSE,FALSE,6.666666667,0,FALSE
MS0670006,No Violation,,,0,1.6475,FALSE
MS0680008,Uncertain (No TTHM Data),FALSE,FALSE,2050,1.25,FALSE
MS0740076,Uncertain (No TTHM Data),FALSE,FALSE,4.245,0,FALSE
MS0750002,No Violation,,,139.1666667,1.4,FALSE
MS0750010,No Violation,FALSE,FALSE,37.8,1.355,FALSE
MS0760004,No Violation,,,613.5714286,1.225714286,FALSE
MS0790007,Uncertain (No TTHM Data),FALSE,FALSE,0,0.75,FALSE
MS0810011,Uncertain (No TTHM Data),FALSE,FALSE,24.91666667,0,FALSE
MS0820014,No Violation,FALSE,FALSE,0,0,FALSE
MT0000153,No Violation,FALSE,FALSE,6.95,2.3375,FALSE
MT0000155,No Violation,FALSE,FALSE,,,
MT0000161,No Violation,FALSE,FALSE,0,1.7354,FALSE
MT0000170,No Violation,FALSE,FALSE,0,4.366666667,FALSE
MT0000241,No Violation,TRUE,FALSE,2.5,3.5375,FALSE
MT0000259,No Violation,FALSE,FALSE,13.35,0,FALSE
MT0000291,No Violation,FALSE,FALSE,20,2.625,FALSE
MT0000294,No Violation,FALSE,FALSE,29.40384615,0.023076923,FALSE
MT0000327,No Violation,FALSE,FALSE,0,3.9,FALSE
MT0000525,No Violation,FALSE,TRUE,24.425,2.97,FALSE
MT0004204,No Violation,FALSE,FALSE,,,
MT0004790,No Violation,FALSE,FALSE,,,
NC0102015,No Violation,FALSE,FALSE,,,
NC0102020,No Violation,FALSE,FALSE,,,
NC0111010,No Violation,FALSE,FALSE,0,0.62,FALSE
NC0112010,No Violation,FALSE,FALSE,0,1.89145,FALSE
NC0112015,No Violation,FALSE,FALSE,0,1.4975,FALSE
NC0113010,Violation,,FALSE,10.4,4.2675,FALSE
NC0113020,Violation,,FALSE,18.75,3.15,FALSE
NC0113025,No Violation,FALSE,FALSE,,,
NC0114010,No Violation,FALSE,FALSE,0,1.357175,FALSE
NC0114047,No Violation,FALSE,FALSE,,,
NC0118010,No Violation,FALSE,FALSE,0,2.083333333,FALSE
NC0118015,No Violation,FALSE,FALSE,0,0.605,FALSE
NC0118020,No Violation,FALSE,FALSE,,,
NC0123010,No Violation,FALSE,FALSE,0,1.1525,FALSE
NC0123020,No Violation,FALSE,FALSE,5.3,2.7175,FALSE
NC0123055,No Violation,FALSE,FALSE,0,0.8925,FALSE
NC0136010,No Violation,FALSE,FALSE,12.95,1.605,FALSE
NC0136015,No Violation,FALSE,FALSE,12.125,1.625,FALSE
NC0136020,No Violation,FALSE,FALSE,18.625,1.5325,FALSE
NC0144010,No Violation,FALSE,FALSE,0,0.6271,FALSE
NC0145010,No Violation,FALSE,FALSE,0,0.5975,FALSE
NC0149010,No Violation,FALSE,FALSE,0,1.63875,FALSE
NC0149015,No Violation,FALSE,FALSE,15.325,1.6475,FALSE
NC0149025,No Violation,FALSE,FALSE,11.506,0,FALSE
NC0155010,No Violation,FALSE,FALSE,0,1.09425,FALSE
NC0155035,No Violation,FALSE,FALSE,17.5,1.75375,FALSE
NC0160010,No Violation,FALSE,FALSE,30.775,1.71625,FALSE
NC0161015,No Violation,FALSE,FALSE,27.5,0,FALSE
NC0180010,No Violation,FALSE,FALSE,0,2.675,FALSE
NC0180065,No Violation,FALSE,FALSE,7.933333333,2.932222222,FALSE
NC0181010,No Violation,FALSE,FALSE,0,0.3175,FALSE
NC0181035,No Violation,FALSE,FALSE,0,0.58,FALSE
NC0184010,No Violation,,,9.1,2.77875,FALSE
NC0184025,No Violation,FALSE,FALSE,,,
NC0190010,No Violation,FALSE,TRUE,20,7.94,FALSE
NC0190413,No Violation,,,,,
NC0195010,No Violation,FALSE,FALSE,1.791666667,0.613333333,FALSE
NC0195101,No Violation,FALSE,FALSE,6.44275,0.896475,FALSE
NC0197020,No Violation,,FALSE,,,
NC0201010,No Violation,FALSE,TRUE,5.225,6.97625,FALSE
NC0201015,No Violation,FALSE,TRUE,10.925,6.87,FALSE
NC0201018,No Violation,FALSE,TRUE,,,
NC0201025,No Violation,FALSE,TRUE,,,
NC0229010,Violation,,FALSE,7.266666667,4.973333333,FALSE
NC0229020,No Violation,FALSE,FALSE,12.25,4.885,FALSE
NC0229025,No Violation,TRUE,FALSE,15,1.945,FALSE
NC0230015,No Violation,FALSE,FALSE,0,3.28625,FALSE
NC0234010,No Violation,FALSE,FALSE,0,2.258333333,FALSE
NC0235015,No Violation,FALSE,FALSE,12.48425,7.5282,FALSE
NC0235108,Violation,,FALSE,,,
NC0239107,No Violation,FALSE,TRUE,5.3,6.0575,FALSE
NC0241010,Violation,,,2.6,4.1325,FALSE
NC0241020,No Violation,FALSE,TRUE,2.636125,5.2597625,FALSE
NC0273010,No Violation,TRUE,FALSE,11.025,4.905,FALSE
NC0276010,No Violation,FALSE,TRUE,0,6.38,FALSE
NC0276030,No Violation,TRUE,TRUE,,,
NC0279010,No Violation,FALSE,TRUE,38.775,2.0975,FALSE
NC0279020,No Violation,,,10.55,4.345,FALSE
NC0279040,No Violation,,,,,
NC0285010,No Violation,FALSE,FALSE,0,2.7225,FALSE
NC0286010,No Violation,FALSE,FALSE,0,0.8925,FALSE
NC0291010,Violation,,FALSE,40.925,3.68,FALSE
NC0293015,No Violation,FALSE,FALSE,,,
NC0304010,No Violation,FALSE,TRUE,10.35,3.88,FALSE
NC0304030,No Violation,TRUE,TRUE,,,
NC0309055,No Violation,FALSE,FALSE,10.58333333,0,FALSE
NC0319126,No Violation,FALSE,TRUE,51.5,5.5825,FALSE
NC0326010,No Violation,FALSE,TRUE,48.4,4.29875,FALSE
NC0326020,No Violation,FALSE,TRUE,,,
NC0326050,No Violation,FALSE,TRUE,,,
NC0326127,No Violation,FALSE,FALSE,28.88913043,0.023695652,FALSE
NC0326332,No Violation,FALSE,FALSE,7.739285714,0,FALSE
NC0332010,No Violation,FALSE,TRUE,0,6.59,FALSE
NC0343010,No Violation,FALSE,TRUE,113.075,5.785,TRUE
NC0343045,No Violation,TRUE,TRUE,120.025,5.755,TRUE
NC0347025,No Violation,FALSE,FALSE,7.958625,0,FALSE
NC0351010,No Violation,FALSE,TRUE,32.16666667,5.473333333,FALSE
NC0351020,No Violation,FALSE,TRUE,,,
NC0351070,No Violation,FALSE,TRUE,12.75,4.525,FALSE
NC0353010,No Violation,FALSE,TRUE,59.3,6.285,FALSE
NC0353130,Violation,,FALSE,16.5,6.35,FALSE
NC0362010,No Violation,,,69.75,3.475,FALSE
NC0363010,Violation,,TRUE,51,7.5275,FALSE
NC0363108,No Violation,FALSE,TRUE,,,
NC0368010,No Violation,FALSE,TRUE,7.085714286,6.2,FALSE
NC0368015,No Violation,FALSE,TRUE,12.025,5.4075,FALSE
NC0368020,No Violation,FALSE,TRUE,11,5.8,FALSE
NC0377109,Violation,,FALSE,0,4.875,FALSE
NC0378010,No Violation,FALSE,FALSE,18.15,6.13,FALSE
NC0378055,No Violation,FALSE,FALSE,19.62142667,0.261025333,FALSE
NC0382010,No Violation,FALSE,FALSE,21.33608333,0,FALSE
NC0382070,No Violation,FALSE,FALSE,23.25,0,FALSE
NC0383010,No Violation,FALSE,FALSE,12.352,0,FALSE
NC0392010,No Violation,FALSE,TRUE,14.825,6.0275,FALSE
NC0392020,No Violation,FALSE,TRUE,83.225,6.43,FALSE
NC0392045,No Violation,FALSE,TRUE,,,
NC0392050,No Violation,FALSE,TRUE,,,
NC0392055,No Violation,FALSE,TRUE,,,
NC0392373,No Violation,FALSE,FALSE,43.23783784,0.031981982,FALSE
NC0407010,No Violation,TRUE,TRUE,41.85,0,FALSE
NC0407035,No Violation,TRUE,TRUE,,,
NC0408085,No Violation,,,100.1854545,0.538181818,FALSE
NC0410010,No Violation,FALSE,FALSE,,,
NC0410020,No Violation,FALSE,TRUE,,,
NC0410045,No Violation,FALSE,TRUE,60.825,6.8275,FALSE
NC0410070,No Violation,,,,,
NC0416040,No Violation,TRUE,TRUE,32.25,6.755,FALSE
NC0421015,No Violation,FALSE,FALSE,79.6,1.585,FALSE
NC0425010,No Violation,,,141.525,2.22375,TRUE
NC0425015,No Violation,FALSE,TRUE,39.25,6.345,FALSE
NC0425035,No Violation,FALSE,FALSE,32.0075,6.9794,FALSE
NC0425055,No Violation,FALSE,FALSE,126.41,2.164,TRUE
NC0427010,No Violation,FALSE,FALSE,,,
NC0428030,No Violation,FALSE,FALSE,5781,3.035,TRUE
NC0431025,No Violation,FALSE,FALSE,3.333333333,1.733333333,FALSE
NC0431085,No Violation,FALSE,FALSE,8.707576923,0.281123077,FALSE
NC0433010,No Violation,FALSE,TRUE,38.125,6.4675,FALSE
NC0433030,No Violation,FALSE,FALSE,58.5,0,FALSE
NC0433050,Violation,,,,,
NC0437020,No Violation,,,42.25,0,FALSE
NC0442010,No Violation,FALSE,FALSE,39.925,3.695,FALSE
NC0442040,No Violation,FALSE,FALSE,,,
NC0446015,No Violation,FALSE,FALSE,102.0626667,3.443083333,TRUE
NC0446045,No Violation,FALSE,FALSE,26,0,FALSE
NC0454010,No Violation,FALSE,TRUE,,,
NC0454025,No Violation,,,,,
NC0454030,No Violation,FALSE,TRUE,,,
NC0464010,No Violation,FALSE,TRUE,33.1125,6.1325,FALSE
NC0465010,No Violation,FALSE,FALSE,63.675,7.0425,FALSE
NC0465015,No Violation,FALSE,FALSE,313.875,2.776875,TRUE
NC0465232,No Violation,FALSE,FALSE,80.125,5.835,FALSE
NC0467010,No Violation,FALSE,FALSE,62,2.35125,FALSE
NC0467035,No Violation,TRUE,FALSE,41.36,2.161,FALSE
NC0467041,Violation,,FALSE,0,0.53075,FALSE
NC0467042,No Violation,TRUE,FALSE,84.915,2.60405,FALSE
NC0467043,No Violation,FALSE,FALSE,29.2505,1.89435,FALSE
NC0469025,No Violation,FALSE,TRUE,143.2125,5.235,TRUE
NC0470010,No Violation,FALSE,TRUE,151.5,16.8,TRUE
NC0470015,No Violation,FALSE,TRUE,296.5,4.63,TRUE
NC0474010,No Violation,FALSE,TRUE,28.375,10.2425,FALSE
NC0474015,No Violation,,,,,
NC0474045,No Violation,FALSE,TRUE,,,
NC0496010,No Violation,FALSE,TRUE,32.68675,6.413125,FALSE
NC0496060,No Violation,,,68.51666667,1.414166667,FALSE
NC0496065,No Violation,,,17.57,0.101,FALSE
NC0498010,No Violation,FALSE,FALSE,29.061125,9.9715375,FALSE
NC1057005,No Violation,FALSE,FALSE,0,1.85,FALSE
NC4051018,No Violation,FALSE,FALSE,23.75,5.05,FALSE
NC4098012,No Violation,FALSE,FALSE,,,
NC4392140,No Violation,FALSE,FALSE,10.75,0,FALSE
NC5026019,No Violation,FALSE,TRUE,,,
NC7071011,No Violation,TRUE,FALSE,55.3575,8.011175,FALSE
ND0800080,No Violation,FALSE,TRUE,71.66666667,4.373333333,FALSE
ND0801154,No Violation,FALSE,TRUE,,,
ND0900336,No Violation,FALSE,TRUE,161.0625,9.2075,TRUE
ND0900999,No Violation,FALSE,FALSE,,,
ND1600398,Uncertain (No TTHM Data),FALSE,FALSE,,,
ND1800410,No Violation,FALSE,TRUE,41.6,10.7325,FALSE
ND1801062,No Violation,FALSE,FALSE,24,1.65,FALSE
ND3000596,No Violation,FALSE,TRUE,36.25,6.4775,FALSE
ND3701448,No Violation,FALSE,TRUE,,,
ND4500242,No Violation,FALSE,TRUE,,,
ND4700498,No Violation,FALSE,FALSE,135.09,2.633,TRUE
ND5100660,No Violation,FALSE,TRUE,472.56,4.1223,TRUE
ND5301012,No Violation,FALSE,TRUE,37.5,3.27525,FALSE
NE3101302,Uncertain (No TTHM Data),TRUE,FALSE,205,0.92,FALSE
NE3101906,No Violation,FALSE,TRUE,200.5,2.5975,TRUE
NE3104309,No Violation,FALSE,FALSE,,,
NE3105312,No Violation,FALSE,FALSE,72.09166667,1.3075,FALSE
NE3105507,No Violation,FALSE,TRUE,67.5,3.52125,FALSE
NE3106705,Uncertain (No TTHM Data),FALSE,FALSE,73.94825,0,FALSE
NE3107902,Uncertain (No TTHM Data),FALSE,FALSE,118.5,1.7125,FALSE
NE3110926,No Violation,FALSE,TRUE,56.7,3.57,FALSE
NE3111910,Uncertain (No TTHM Data),FALSE,FALSE,77.775,0.995,FALSE
NE3112703,Uncertain (No TTHM Data),FALSE,FALSE,80.75,0.3,FALSE
NE3114110,No Violation,FALSE,FALSE,81.1015,1.709016667,FALSE
NE3115303,No Violation,FALSE,FALSE,14.25,0,FALSE
NE3115313,Uncertain (No TTHM Data),FALSE,FALSE,73.8925,2.6611,FALSE
NE3115716,No Violation,FALSE,FALSE,106.5307917,1.544733333,FALSE
NH0101010,No Violation,FALSE,FALSE,31.6935,0,FALSE
NH0301010,Uncertain (No TTHM Data),FALSE,FALSE,11.293,0,FALSE
NH0461010,No Violation,FALSE,FALSE,0,2.248325,FALSE
NH0501010,No Violation,FALSE,TRUE,0,2.77,FALSE
NH0511010,No Violation,FALSE,FALSE,22.1005,0,FALSE
NH0609010,No Violation,FALSE,FALSE,104.9665,0,FALSE
NH0611010,No Violation,FALSE,TRUE,,,
NH0651010,No Violation,FALSE,FALSE,55.41666667,0.096666667,FALSE
NH0691010,No Violation,FALSE,FALSE,0,5.1375,FALSE
NH0801010,Violation,,FALSE,44.66666667,8.5975,FALSE
NH1051010,No Violation,FALSE,FALSE,56.41428571,0.078571429,FALSE
NH1201010,No Violation,FALSE,FALSE,,,
NH1241010,No Violation,FALSE,FALSE,0,2.243333333,FALSE
NH1281010,No Violation,FALSE,FALSE,0,2.1675,FALSE
NH1321010,No Violation,FALSE,FALSE,0,3.77475,FALSE
NH1471010,No Violation,FALSE,TRUE,5.6,4.4225,FALSE
NH1531010,No Violation,FALSE,FALSE,35.45,0.54,FALSE
NH1621010,No Violation,FALSE,FALSE,32.33333333,4.8675,FALSE
NH1951010,No Violation,FALSE,FALSE,7.55,6.9225,FALSE
NH2001010,Violation,,FALSE,0,4.9075,FALSE
NH2051010,No Violation,FALSE,TRUE,27,4.975,FALSE
NH2111010,No Violation,FALSE,FALSE,41.825,0.1875,FALSE
NH2151010,No Violation,FALSE,FALSE,5.15,4.4975,FALSE
NJ0102001,No Violation,TRUE,FALSE,16.925,1.0875,FALSE
NJ0103001,No Violation,FALSE,FALSE,7.2,0,FALSE
NJ0104003,No Violation,FALSE,FALSE,118.994,1.419866667,FALSE
NJ0112001,No Violation,FALSE,FALSE,15.29,0,FALSE
NJ0113001,No Violation,TRUE,FALSE,25.94,0,FALSE
NJ0115001,No Violation,FALSE,FALSE,22.52,0.262,FALSE
NJ0116001,No Violation,FALSE,FALSE,25.66666667,0,FALSE
NJ0119002,No Violation,,,32.82051282,0,FALSE
NJ0122001,No Violation,,,30.16,0.11,FALSE
NJ0211001,No Violation,FALSE,FALSE,,,
NJ0217001,No Violation,TRUE,TRUE,,,
NJ0221001,No Violation,TRUE,FALSE,,,
NJ0231001,No Violation,FALSE,FALSE,,,
NJ0232001,No Violation,FALSE,FALSE,,,
NJ0233001,No Violation,,,,,
NJ0238001,No Violation,FALSE,TRUE,44.30833333,1.1425,FALSE
NJ0239001,No Violation,FALSE,FALSE,,,
NJ0242001,No Violation,FALSE,FALSE,41.10833333,0.891666667,FALSE
NJ0247001,No Violation,TRUE,FALSE,72.990625,0.3171875,FALSE
NJ0248001,No Violation,FALSE,FALSE,,,
NJ0251001,No Violation,FALSE,FALSE,,,
NJ0257001,No Violation,FALSE,TRUE,,,
NJ0265001,No Violation,,,,,
NJ0303001,No Violation,TRUE,FALSE,49.1,0,FALSE
NJ0306001,No Violation,TRUE,FALSE,104.025,0,FALSE
NJ0313001,No Violation,FALSE,FALSE,,,
NJ0319001,No Violation,FALSE,FALSE,,,
NJ0320001,No Violation,FALSE,FALSE,0,0,FALSE
NJ0322001,No Violation,FALSE,FALSE,,,
NJ0323001,No Violation,FALSE,FALSE,,,
NJ0324001,No Violation,FALSE,FALSE,,,
NJ0325001,No Violation,FALSE,FALSE,15.725,15.15,FALSE
NJ0327001,No Violation,FALSE,FALSE,7.5,3.022,FALSE
NJ0329004,No Violation,FALSE,FALSE,0,0,FALSE
NJ0338001,No Violation,FALSE,FALSE,44.96666667,0,FALSE
NJ0405001,No Violation,,FALSE,,,
NJ0407001,No Violation,FALSE,FALSE,308.8865,2.99775,TRUE
NJ0408001,No Violation,FALSE,FALSE,130.5882353,2.1995,TRUE
NJ0411001,No Violation,FALSE,FALSE,0,0,FALSE
NJ0412001,No Violation,FALSE,FALSE,154.04,0.63,FALSE
NJ0414001,No Violation,FALSE,FALSE,88.1,1.448333333,FALSE
NJ0415002,No Violation,FALSE,FALSE,,,
NJ0416001,No Violation,FALSE,FALSE,,,
NJ0424001,No Violation,FALSE,FALSE,,,
NJ0428002,No Violation,FALSE,FALSE,,,
NJ0436007,No Violation,FALSE,FALSE,,,
NJ0501001,No Violation,FALSE,FALSE,96.82222222,0,FALSE
NJ0502001,No Violation,FALSE,FALSE,1472,0,FALSE
NJ0508001,No Violation,FALSE,FALSE,37.64705882,0,FALSE
NJ0509001,No Violation,FALSE,FALSE,47.96,0,FALSE
NJ0510001,No Violation,,,170.7625,0,FALSE
NJ0514001,No Violation,,FALSE,161.5730769,0.070740741,FALSE
NJ0601001,No Violation,FALSE,FALSE,91.97142857,0.418571429,FALSE
NJ0610001,No Violation,FALSE,FALSE,27.23333333,0,FALSE
NJ0614003,No Violation,FALSE,FALSE,58.19130435,0,FALSE
NJ0701001,Violation,,FALSE,,,
NJ0702001,Violation,,FALSE,,,
NJ0704001,No Violation,,,,,
NJ0705001,No Violation,FALSE,FALSE,73.18709677,0.039032258,FALSE
NJ0710001,No Violation,FALSE,FALSE,,,
NJ0712001,No Violation,FALSE,FALSE,22.5,5.32625,FALSE
NJ0713001,No Violation,FALSE,FALSE,,,
NJ0714001,Violation,,FALSE,0,3.5275,FALSE
NJ0716001,Violation,,FALSE,,,
NJ0717001,No Violation,,,,,
NJ0719001,No Violation,FALSE,FALSE,,,
NJ0720001,No Violation,,,,,
NJ0721001,No Violation,FALSE,FALSE,,,
NJ0802001,No Violation,FALSE,FALSE,,,
NJ0806001,No Violation,FALSE,FALSE,,,
NJ0808001,No Violation,FALSE,FALSE,,,
NJ0810004,No Violation,FALSE,FALSE,,,
NJ0811002,No Violation,TRUE,FALSE,,,
NJ0813001,No Violation,FALSE,FALSE,25.70875,0,FALSE
NJ0814001,No Violation,TRUE,FALSE,105.4485,0.53095,FALSE
NJ0818004,No Violation,FALSE,FALSE,17.196875,0.1309375,FALSE
NJ0820001,No Violation,FALSE,FALSE,,,
NJ0822001,No Violation,FALSE,FALSE,,,
NJ0901001,No Violation,FALSE,FALSE,,,
NJ0902001,No Violation,FALSE,FALSE,,,
NJ0904001,No Violation,FALSE,FALSE,,,
NJ0905001,No Violation,FALSE,FALSE,,,
NJ0906001,No Violation,FALSE,FALSE,29.475,2.865,FALSE
NJ0907001,No Violation,FALSE,FALSE,,,
NJ1005001,No Violation,FALSE,FALSE,64.125,0.145,FALSE
NJ1101002,No Violation,FALSE,FALSE,33.28333333,0,FALSE
NJ1103001,No Violation,,,,,
NJ1111001,Violation,,,6.1,2.35,FALSE
NJ1204001,No Violation,FALSE,FALSE,,,
NJ1205001,No Violation,FALSE,TRUE,,,
NJ1207001,No Violation,FALSE,FALSE,,,
NJ1209002,No Violation,FALSE,FALSE,,,
NJ1213002,No Violation,FALSE,FALSE,54.30625,0,FALSE
NJ1214001,No Violation,FALSE,FALSE,34.5125,5.42,FALSE
NJ1215001,No Violation,FALSE,FALSE,22.5,3.85125,FALSE
NJ1216001,Violation,,FALSE,93.25333333,1.587333333,FALSE
NJ1219001,No Violation,TRUE,FALSE,39.61136364,5.463636364,FALSE
NJ1221004,No Violation,,,,,
NJ1223001,No Violation,,,,,
NJ1225001,No Violation,FALSE,TRUE,13.75,4.5,FALSE
NJ1306001,No Violation,FALSE,TRUE,,,
NJ1315001,No Violation,,,2.288888889,0,FALSE
NJ1316001,No Violation,FALSE,FALSE,,,
NJ1321001,No Violation,FALSE,TRUE,,,
NJ1326001,No Violation,TRUE,FALSE,,,
NJ1326004,Uncertain (No TTHM Data),FALSE,FALSE,55.275,2.465,FALSE
NJ1327001,No Violation,FALSE,FALSE,58.1375,0,FALSE
NJ1328002,No Violation,TRUE,FALSE,,,
NJ1329001,No Violation,FALSE,TRUE,,,
NJ1339001,No Violation,FALSE,TRUE,,,
NJ1340001,No Violation,,,,,
NJ1345001,Violation,,TRUE,48.125,4.37325,FALSE
NJ1348001,No Violation,FALSE,FALSE,,,
NJ1352003,No Violation,,,,,
NJ1352005,No Violation,,,44.7375,5.633375,FALSE
NJ1401001,No Violation,FALSE,FALSE,27.10125,3.5684,FALSE
NJ1408001,No Violation,FALSE,FALSE,62.09,0,FALSE
NJ1409001,No Violation,FALSE,FALSE,55.21666667,0.723333333,FALSE
NJ1410001,No Violation,FALSE,FALSE,,,
NJ1414003,No Violation,FALSE,FALSE,14.092,0,FALSE
NJ1416001,Violation,,FALSE,,,
NJ1417001,No Violation,FALSE,FALSE,74.35,0.36,FALSE
NJ1421003,No Violation,FALSE,FALSE,,,
NJ1424001,Violation,,FALSE,21.925,2.7425,FALSE
NJ1429001,No Violation,FALSE,FALSE,,,
NJ1431001,Violation,,FALSE,,,
NJ1432001,Uncertain (No TTHM Data),FALSE,FALSE,15.728,0,FALSE
NJ1432003,No Violation,,,,,
NJ1435002,No Violation,FALSE,FALSE,66.125,0.075,FALSE
NJ1436002,No Violation,,,16.02,0,FALSE
NJ1503001,No Violation,FALSE,FALSE,0,0,FALSE
NJ1504001,No Violation,FALSE,FALSE,47.18333333,0,FALSE
NJ1505002,No Violation,FALSE,FALSE,37.71666667,0.175,FALSE
NJ1505004,No Violation,,,0,0,FALSE
NJ1506001,No Violation,FALSE,TRUE,31.6725,3.12075,FALSE
NJ1507005,No Violation,TRUE,FALSE,22.12051282,0,FALSE
NJ1511001,No Violation,FALSE,FALSE,4.766666667,0,FALSE
NJ1511300,No Violation,FALSE,FALSE,0,0,FALSE
NJ1512001,No Violation,FALSE,FALSE,15.58333333,0,FALSE
NJ1514002,No Violation,TRUE,TRUE,,,
NJ1515001,No Violation,FALSE,FALSE,3.383333333,0,FALSE
NJ1516001,No Violation,TRUE,FALSE,0,0,FALSE
NJ1517001,No Violation,FALSE,FALSE,2.8,0,FALSE
NJ1518004,No Violation,FALSE,FALSE,14.5,0,FALSE
NJ1518005,No Violation,FALSE,FALSE,11.1,0,FALSE
NJ1520001,No Violation,FALSE,FALSE,12.74,0,FALSE
NJ1522001,No Violation,TRUE,FALSE,42.282,0,FALSE
NJ1524001,No Violation,FALSE,FALSE,,,
NJ1525001,No Violation,FALSE,TRUE,,,
NJ1526001,No Violation,FALSE,FALSE,1336.25,0,FALSE
NJ1527001,No Violation,FALSE,FALSE,0,0,FALSE
NJ1528001,No Violation,,,0,0,FALSE
NJ1530004,No Violation,,,14.34375,0,FALSE
NJ1533001,No Violation,FALSE,FALSE,29.41666667,0,FALSE
NJ1603001,No Violation,FALSE,FALSE,,,
NJ1604001,No Violation,FALSE,FALSE,54.41315789,0,FALSE
NJ1605001,No Violation,FALSE,FALSE,,,
NJ1605002,No Violation,FALSE,FALSE,43.775,5.775,FALSE
NJ1609001,No Violation,FALSE,FALSE,10.7,0,FALSE
NJ1612001,No Violation,,,,,
NJ1613002,No Violation,FALSE,FALSE,,,
NJ1614001,No Violation,FALSE,FALSE,,,
NJ1707001,No Violation,TRUE,FALSE,,,
NJ1708001,No Violation,FALSE,FALSE,300.5058462,0.417692308,FALSE
NJ1808001,No Violation,,,,,
NJ1906002,No Violation,FALSE,FALSE,0,0,FALSE
NJ1918004,No Violation,FALSE,FALSE,38.3452381,0.416666667,FALSE
NJ1922315,No Violation,FALSE,FALSE,29.8875,0,FALSE
NJ2004001,No Violation,FALSE,TRUE,,,
NJ2004002,No Violation,FALSE,TRUE,21.25,2.678,FALSE
NJ2013001,No Violation,FALSE,FALSE,63.4,2.85,FALSE
NJ2108001,No Violation,FALSE,FALSE,32.5,0.637,FALSE
NJ2119001,No Violation,FALSE,FALSE,19.36363636,0,FALSE
NJ2121001,No Violation,FALSE,FALSE,50,0,FALSE
NM3500115,No Violation,FALSE,FALSE,44.65666667,0,FALSE
NM3501921,No Violation,FALSE,FALSE,402.0583333,0,FALSE
NM3502507,No Violation,FALSE,FALSE,244.8666667,0,FALSE
NM3505126,No Violation,TRUE,FALSE,0,6.333333333,FALSE
NM3507529,No Violation,FALSE,FALSE,44.5,0,FALSE
NM3508317,No Violation,FALSE,FALSE,79.66666667,0,FALSE
NM3509623,No Violation,FALSE,FALSE,362.1428571,0,FALSE
NM3510224,No Violation,FALSE,FALSE,37.11428571,1.837142857,FALSE
NM3510524,No Violation,FALSE,FALSE,,,
NM3510701,No Violation,FALSE,FALSE,32.66666667,3.016666667,FALSE
NM3511707,No Violation,FALSE,FALSE,176,0.478571429,FALSE
NM3513114,No Violation,FALSE,FALSE,49.875,2.025,FALSE
NM3513319,No Violation,FALSE,FALSE,61.6125,0.49125,FALSE
NM3518025,No Violation,FALSE,FALSE,10,2.75,FALSE
NM3520203,No Violation,FALSE,FALSE,97.63157895,0.260526316,FALSE
NM3520308,No Violation,FALSE,FALSE,76.84615385,0,FALSE
NM3520608,No Violation,FALSE,FALSE,77.925,0.8,FALSE
NM3521308,No Violation,FALSE,FALSE,60,0,FALSE
NM3521513,No Violation,FALSE,FALSE,327.8571429,0.814285714,FALSE
NM3521613,No Violation,FALSE,FALSE,350,0.166666667,FALSE
NM3521813,Uncertain (No TTHM Data),FALSE,FALSE,218.9,1.08,FALSE
NM3522013,No Violation,FALSE,FALSE,520,1.15,FALSE
NM3522609,No Violation,FALSE,FALSE,182.1428571,0,FALSE
NM3525332,No Violation,FALSE,FALSE,,,
NM3527305,No Violation,FALSE,FALSE,84.5,0,FALSE
NM3528522,No Violation,FALSE,FALSE,110,0,FALSE
NM3528616,No Violation,FALSE,FALSE,122.9941176,0,FALSE
NM3528707,No Violation,FALSE,FALSE,112.3333333,0.533333333,FALSE
NM3554307,No Violation,FALSE,FALSE,165.6666667,0.976666667,FALSE
NM3562719,No Violation,FALSE,FALSE,120,0,FALSE
NM3567701,No Violation,FALSE,FALSE,117.8,0,FALSE
NM3575501,No Violation,,,87.75,0,FALSE
NM3576623,No Violation,FALSE,FALSE,64,0,FALSE
NM3582601,Uncertain (No TTHM Data),FALSE,FALSE,95.5,0,FALSE
